text,probability,label
ห้องน้ำใกล้ที่สุดอยู่ไหนอ่ะ,0.5236,1
ทำไมตอนเลิกรักมันไม่ง่ายเหมือนตอนเริ่มรักเลยอะ,0.5238,1
"ทำไมฝนไม่ตกลงมาเป็นผู้ชายอ่ะ
บับ it's raining men.",0.5238,1
แนะนำเมนูเด็ดแต่ละโรงอาหารหน่อยค่าา,0.5238,1
พี่หายไปไหน,0.5239,1
รถเสียอะฮืออ โทรหาใครได้มั่งอะ ไม่รู้เบอร์ช่างเลยย,0.524,1
ลานเซ็นทรัลเวิลตอนนี้...เป็นไงบ้างคะ,0.524,1
วัดลาดบัวขาว คนเยอะมั๊ยครับ ท้ายแถวยาวหรือไม่ จอดรถสะดวกหรือไม่ ?,0.524,1
วันนี้มีคนเข้าชมพระเมรุมาศเยอะไหมค่ะ,0.5241,1
ทำไมคืนนี้เหงาจัง,0.5241,1
แล้ว ผู้หญิงสมัยนี้ดูผู้ชายจากอะไร ถึงรูว่าคนนี้ดีคนนี้ไม่ดี ทำไมเราเจอแต่คนไม่ดี เฮ้อออ,0.5241,1
วันนี้มีคนเข้าชมพระเมรุมาศเยอะไหมค่ะ,0.5241,1
ผู้ชายแบบไหนที่ไม่ควรเสียเวลาด้วย,0.5242,1
เพื่อนๆ อิงกลุ่มนี่อิงยังไงอะ คือสูงสุดในเซคได้ 90 ส่วนเราได้ 80 เป๊ะ เราจะได้เกรดไรอะ,0.5242,1
นิ้วนางเท้านี่มีประโยชน์อะไรนอกจากเดินเตะขอบรองจากนิ้วก้อย,0.5242,1
ถ้าสมมุติว่าเราลงกิจกรรมไปสามวันเลยอะ แล้ววันที่สามเราไม่ได้ไป ที่ ทพจ ก็ = ว่าเราจะไม่ได้ทรานสคริปกิจกรรมใช่ปะ เพราะทำไม่ครบ,0.5242,1
นุ้งหมีนี่ตัวผู้หรือตัวเมีย สงสัยๆ,0.5243,1
อยากไปชมริ้วขบวนวันที่26 มาก แต่ติดภาระกิจสำคัญอีกอย่าง ไม่ทราบว่าคืนนี้ และพรุ่งนี้ เราสามารถไปช่วยเก็บขยะบริเวณโดยรอบพื้นที่ได้ไหมคะ และต้องติดต่อจุดไหนบ้าง หรือเราเดินเก็บได้เลย ขอบคุณค่ะ,0.5244,1
มีใครจะไปแฟนมีต South club ตอนเดือนพฤศจิกาบ้างมั้ยคะ มาคุยกันๆ,0.5244,1
มีใครขก.อ่านนสสส.บ้างไหมม เหลืออยู่อีกเป็นพันหน้า ไม่อ่านก้ไม่ด้ายยอิกก ฮรื้อออ #midtermcrysis,0.5244,1
มันจะดึกไปไหมนะ..,0.5245,1
อยากรู้ เวลาที่นานที่สุดที่เคยใช้ในการตัดสินใจจากใครซักคนนึงนานเท่าไหร่,0.5245,1
ทำไมต้องเป็นกูที่งอแง,0.5246,1
ใครไม่กลับบ้านบ้างงงงง,0.5246,1
shuttle bus เมกาบางนาที่ว่าวันที่ 26 เปิด 24 ชม. ถ้าไปตอนตีสามที่จะถึงนี้ มีรถให้ขึ้นใช่มั้ยคะ,0.5246,1
ทำไมป่วยต้องกินแต่โจ๊ก ทำไมไม่เป็นหมูทะวะ,0.5246,1
ทำไมหนุ่มๆมหิดลน่ารักจังเลยอ่ะ เขากินอะไรเป็นอาหารหรอ?,0.5246,1
เธอบอกว่าอยู่ไม่ได้ถ้าไม่มีเรา ตอนนี้เธอตายไปยัง?,0.5247,1
ใครทำได้ช่วยที กูกราบ,0.5247,1
กลมกระทรวงแรงงานเขตดินแดงไปรถไฟฟ้าได้ไหมคะ,0.5248,1
ทำไมเหนื่อยล้าจังเห้อ ประเทศไทยเรียนเยอะไปนะ 😩😩,0.5248,1
มีใครอยากรู้ของตัวเองมะ โพสเร็วจะเอามาให้,0.5249,1
มีใครเล่นไหมม มาจอยกันๆ 555555,0.5249,1
อ่านไม่ตอบก็คือคำตอบแล้วใช่ไหม??,0.5249,1
"คุณคิดว่าเราจะใจร้ายกับคนที่เคยรู้สึกด้วยได้นานแค่ไหน?
#เรารู้กันในzon",0.5249,1
ขอเพลงที่ฟังแล้วไม่เศร้าหน่อย เพลงปลุกใจไรงี้ ขี้เกียจเศร้าแล้วโว้ยยยยยยย ขี้เกียจอกหักด้วย,0.5251,1
เงินหายไปไหนหมดล้าววววว😭,0.5252,1
แนะนำเพลงที่ฟังแล้วรู้สึกไม่อกหักหน่อยคะ ปลุกใจให้คึกคักหน่อยได้ไหมมมม,0.5253,1
24 ชม.เราอยู่ตรงไหนของคุณ,0.5254,1
ไปงานบอลกะชุมนุมเชียร์นี่ต้องใส่เฉพาะเสื้อบอลปีนี้มะ หรือยังไงอะ TT,0.5254,1
"อยากรู้จังครับ ดอกไม้จันทร์ที่เราวางถวายตามจุดต่างต่าง จะมีการจัดการต่ออย่างไรครับ
จะเผาดอกไม้จันทร์เหล่านี้ตอนสี่ทุ่มวันนี้มั้ยครับ",0.5254,1
หมี๋ใคร๋มาง๋านjc back to school หรื๋อยางง~,0.5258,1
แอพนี้มันเล่นยังไงวะเนี่ย,0.5258,1
ใครสอบ AT316 พนบ้าง จำกันได้ยัง คิคิ,0.5258,1
งืมมมมม นอนกันหมดยางงงงงงงง,0.5259,1
ใครมางาน zon บ้าง,0.5259,1
ร้านของทอดที่อยู่ตรงบันไดก้ำ กะหน้าขุดทอง ร้านไหนอร่อยกว่ากัน,0.5259,1
ทำไมเด็กต้องเชื่อฟังผู้ใหญ่อย่างเดียว ความคิดของผู้ใหญ่ถูกหมดเหรอ เราว่าไม่จริง,0.5259,1
เธอกับฉันเราเป็นอะไรช่วยบอกฉันเททททท #Singazon #กิกิ๊เองจ้า,0.5259,1
ใครมีเพลงแนว strawberry and cigarettes บ้าง,0.526,1
ถนนดินสอ จุดคัดกรองใกล้สุดตรงไหนคะ,0.526,1
แอพนี้ใช้คำว่าฟอลมาฟอลกลับไม่โกงได้ป้ะ ?? 55555,0.5262,1
มธ มีชมรม/ชุมนุมอะไรน่าสนในบ้างเราไม่ค่อยกล้าแสดงออกอยากกล้ามากกว่านี้อะ TT,0.5263,1
คุณคิดยังไงกับพฤติกรรมของรถส่งเป๊ปซี่หน้า city park??,0.5264,1
ไอนิด สบายดี บ๊?,0.5264,1
ใครใจดี เปย์ผ้าใบโหน่ยยยยยยย,0.5265,1
ใครตื่นแล้วบ้างง ตื่นเช้าไปทำบุญกานนน 🚗,0.5266,1
ใครมีจอย #จินฮวี #ทูพัค สนุกๆแนะนำหน่อยจ้า,0.5267,1
ทำไมเหงาได้ขนาดนี้,0.5267,1
มีใครใจร้ายอีกมั้ย,0.5267,1
"ยินดีกับคู่บ่าวสาวด้วย
แต่เรายังโสดนะ เมื่อไรจะมีบ้าง5555",0.5268,1
แล้วฉันเลือกอะไรได้ไหม เลือกให้เธอไม่ไปได้หรือเปล่า,0.5268,1
แล้วฉันเลือกอะไรได้ไหม เลือกให้เธอไม่ไปได้หรือเปล่า...,0.5268,1
แล้วฉันเลือกอะไรได้ไหม เลือกให้เธอไม่ไปได้หรือเปล่า ~ 🎶🖤,0.5268,1
เรารู้สึก เธอละ?,0.5268,1
แล้วฉันเลือกอะไรได้ไหม เลือกให้เธอไม่ไปได้หรือเปล่า,0.5268,1
"แล้วฉันเลือกอะไรได้ไหม
เลือกให้เธอไม่ไปได้หรือเปล่า..",0.5268,1
เอาไงดีนะ จะกลับ หรือ จะอยู่ต่อ 🤔🤔,0.5268,1
คนบอกเลิกต้องเป็นคนผิดเสมอเหรอ ?,0.5269,1
ทำไมชีวิตต้องมาเจออะไรแบบนี้ 55555,0.5269,1
เธอมองความรักนั้นเปนอย่างไร,0.527,1
เมื่อไหร่จะผ่านพ้นไป,0.527,1
"ทำไมต้องมาบอกเลิกกันวันที่ต้องอ่านหนังสือสอบ 
จะให้มันมีผลต่อการเรียนไม่ได้น้า แง ไม่มีกะจิตกะใจอ่านเลย",0.5271,1
ทำไมต้องมีเรื่องมาให้คิดด้วยอ่ะ ความเป็นเพื่อนกันที่ผ่านมามันไม่เคยสำคัญเลยหรอ,0.5271,1
แถวมหิดลมีอะไร อร่อยบ้าง,0.5273,1
เมื่อไร จะได้เจออาจารย์ จะได้หัวข้อให้มันจบๆไป กังวลจนนอนไม่หลับแล้ว โว้ยยยย,0.5274,1
ในมอมีที่ไหนขาย ยำขนมจีนบ้างไหมคะ ไม่ต้องบอกอินเตอร์โซนเด้อออ อยากกินวันนี้ 55555555,0.5274,1
มาเรียนไกลบ้าน คิดถึงน้องจังเล้ยยย มีใครเลี้ยงหมาที่บ้านบ้างปะ 😃,0.5275,1
สอบเสร็จ 28 มีใครให้มากกว่านี้ไหม,0.5275,1
น้องนินทำไมดับไฟพี่แทน,0.5276,1
มีใครเล่นcontraบ้างง,0.5276,1
คนที่ลาดกระบังเค้าจะเป็นยังไงบ้างน้า,0.5276,1
ใครอยุนั่งเล่นบ้างมาชรทีฃนที,0.5277,1
สระน้าหน้าโดมบริหารกับc1 อยู่ไกลกันป่าว,0.5277,1
ใครยังไม่นอนคุยกับเราหน่อย เราเลยเวลานอนแล้วมันไม่ง่วงแล้วอะ,0.5277,1
มีใครอยู่สนามบินบ้าง เหงา 555,0.5277,1
คนที่กำลังจะจบ เค้าไปถ่ายรูปติดบัตร ที่ไหนกันบ้างอะ รีวิวหน่อย ถ้ามีร้านที่แต่งหน้า ละทำผมให้ด้วย จะดีมาก ขอบคุณค้า,0.5278,1
คนที่กำลังจะจบ เค้าไปถ่ายรูปติดบัตร ที่ไหนกันบ้างอะ รีวิวหน่อย ถ้ามีร้านที่แต่งหน้า ละทำผมให้ด้วย จะดีมาก ขอบคุณค้า,0.5278,1
ถ้าคนที่คุณชอบมากๆๆๆ มาบอกว่า เราเป็นได้แค่ตัวสำรอง จะทำยังไงกันนนน😭,0.5279,1
ใครถึงแล้วบ้าาง #เด็กหอ,0.528,1
คนนี้มีแฟนยังอะ?,0.5281,1
วัดราชา ตอนนี้เป็นยังไงบ้างครับ,0.5281,1
ขาดเรียน Tu102 Music 1 บ่ายวันนี้เป็นไรมั้ยอะ ฮือ 😣😣,0.5282,1
วัดตรี อยากทราบว่าตอนนี้คนยาวถึงไหนแล้วคะ แล้วแถวขยับไหม,0.5282,1
ทำไมดึกๆมามีอารมณ์เปลี่ยว 555,0.5283,1
โนติไม่แจ้งเลยย ใครเป็นเหมือนกันบ้างงง,0.5284,1
"จะเปิดชี่วันที่ 28 แล้ว
ใครไม่ใช่ปี 1 แต่จะไปบ้าง ขอเสียงหน่อย",0.5284,1
"หยุดยาวทั้งที ใครมีหนังแนะนำบ้างมั้ย
อ่าน นส ไม่อยู่ในหัว555555",0.5284,1
ทำไมยังต้องคิดถึงเธออยู่ 😓,0.5284,1
ทำได้ยังไงกับการบอกว่าไม่ได้รู้สึกเหมือนเดิมแล้ว,0.5285,1
ใครอยุ่ม.บ้างเหงาจัง555,0.5285,1
มีเพื่อนๆท่านใดเล่นหุ้นบ้างไหม,0.5285,1
ไหนๆก็แบ่งzoneในแอปได้ละ ตั้งzoneในห้องสอบเลยได้ไหมเฮีย,0.5286,1
มีใครยังไม่ได้นอน แต่ดันมีเรียนตอนเช้าบ้าง,0.5286,1
#พี่มองเห็นหนูเหรอคะ #1,0.5286,1
ไหนๆก็แบ่ง Zone ในแอพได้ละ ตั้ง Zone ในห้องสอบเลยได้มั้ยเฮีย,0.5286,1
เวลาว่างๆ ทำอะไรกันบ้าง,0.5286,1
ทำไมมันเหนื่อยงี้วะ,0.5287,1
ทามะนี่เอาไว้ทำไรอะ,0.5287,1
ทำไมรีบกลับกันอะ ไปก้ำกันก่อนปะ,0.5288,1
ตอนนี้จำนวนคนเข้าออกในสนามหลวงเยอะมั๊ยคะ จะไปดูริ้วขบวนที่6 ยังมีเหลือมั๊ยคะ,0.5288,1
"สวัสดีค่ะ พวกเรามาจากคณะพาณิชยศาสตร์และการบัญชี ปี3 กำลังทำวิจัยเกี่ยวกับพฤติกรรมการจีบในกรณีศึกษาของเพศชายที่มีความสนใจในเพศหญิง โดยตอนนี้เรายังไม่มีกรณีศึกษาที่เป็นกลุ่มเพศชายคณะวิศวกรรมศาสตร์

หากใครที่สนใจให้สัมภาษณ์หรือมีเพื่อนๆที่สนใจในหัวข้อนี้สามารถติดต่อเราได้เลยค่ะ 
โดย scope ของคำถามจะมีดังนี้ค่ะ

1. เวลาเจอผู้หญิงครั้งแรกมองที่อะไร
2. ถ้าคุณมีโอกาสเจอกับผู้หญิงที่ชอบได้เพียงครั้งเดียวคุณจะเข้าไปทำความรู้จักหรือไม่
3. ถ้าผู้หญิงที่ชอบเป็นคนที่สนิทจะมีโอกาสเข้าไปจีบหรือไม่
4. ถ้าผู้หญิงคนนั้นมากับเพื่อนเป็นกลุ่มคุณจะเข้าไปจีบหรือไม่
5. ถ้าเรา(คนที่จีบ)มากับเพื่อนเป็นกลุ่มจะให้กล้าเข้าไปจีบหรือไม่
6. มีวิธีการพิเศษในการจีบอย่างไร
7. คุณมีวิธีการจีบอย่างไร
8. เมื่อคุณเข้าไปทำความรู้จักกับผู้หญิงคุณสัมผัสผู้หญิงคนนั้นหรือไม่",0.5288,1
นอนกันอย่างนี้เลยหรอ55555555,0.5289,1
เหนื่อยแบบนี้อ้อนใครได้บ้างอะ,0.5289,1
ป้าขายบัตร ทพจ หายไปไหน เรารอนานละนะ,0.5289,1
นี่เธอไม่รู้หรือว่าใคร รักเธอเท่าไหร่ #สอบเสร็จสักทีทีนี้เปิดดร็อปวันไหนคะ,0.5289,1
ทำไมเด็กน้อยเล่นเยอะจังงะ,0.529,1
"มีใครยังไม่นอนบ้างงง
หรือเหลือเราคนเดียวที่ยังไม่นอนอะ",0.529,1
ให้ทายว่าใคร,0.529,1
แอพนี้นัดได้ปะวะ,0.5291,1
เขตปกครองพิเศษหอในมีใครอยู่บ้าง อยากเปิดตี้,0.5292,1
ขอหอมได้มั้ย ในฐานะผักชนิดหนึงก็ได้,0.5292,1
แนะนำเกมน่ารักๆหน่อยสิ เล่น rovจนเบื่อแล้วววว.,0.5292,1
ใครเล่นบ้างมาเจอกันหน่อยสิๆ,0.5292,1
มันคล้าย yellotalk ป่ะ,0.5292,1
"คิดถึง
เป็นไงบ้าง
สบายดีไหม
ไม่ได้คุยกันเลยนะ
:)",0.5292,1
"เมื่อไหร่จะขยันว้าาาาาาาาา 
ฉันได้ความขี้เกียจมาแต่ใด
สงสัยที่ไม่มีเงินคงจะเอาเงินไปซื้อความขี้เกียจหมดแล้วอ่ะ ซื้อความขี้เกียจมาเยอะแต่ลืมซื้อความขยัน จบเลยยย555 ไม่เคยหรอกที่จะขยัน55",0.5292,1
ตอนนี้สนามหลวง ฝนยังตกอยู่ไหมครับ,0.5293,1
เธอเคยรักฉันบ้างมั้ย,0.5293,1
อยู่หอไหนกันบ้าง,0.5294,1
มีใครดูปะดิ้ว48ปะ,0.5294,1
"""มีวันรัฐธรรมนูญ แล้วเมื่อไหร่จะมี วันรัฐประหารบ้าง 
น่าจะได้หยุดบ่อยกว่าไรเง้""

#มิตรสหายมธท่านหนึ่ง",0.5295,1
ยกคลาสได้ไหมหัวใจฉันเรียกร้อง,0.5295,1
หิว เย็นนี้กินไรดี,0.5296,1
คนมีรอยสักมันแย่มากเลยหรอ,0.5297,1
ปลาสวยงามรับแอดหน้าเซคไหม,0.5297,1
คะแนนหรือเศษเลข พูดดด!!!!!,0.5297,1
คืนนี้ไหนใครออกไปไหนบ้าง อิอิ,0.5298,1
ชานมตรงไหนอร่อย,0.5298,1
ทำใมต้องคิดถึงคนใจร้ายตลอดเวลาเลย :(,0.5298,1
เคยมั้ยทำการบ้านเเล้วเพื่อนขอดูถ่ายส่งให้ แล้วทีนี้พออาจารย์ให้คะแนนเพื่อนของคนที่เราส่งให้ได้คะแนนAคนเดียวทั้งคลาส พอเอามาดูสำนวนการเขียนเหมือนเราเป๊ะ แต่แค่ปรับบางคำ เป็นไงล่ะ ดีเนอะ ของเราต้องทำใหม่55555ตลกดีเนอะ,0.5299,1
"Sotus  คืออะไร 
 อะไรคือการเปลี่ยนแปลง อะไรคือสิ่งที่ควรทำ อะไรคือสิ่งที่ไม่ควรทำ 

กฎหมู่หรือกฎคณะ
สังคมไทยสังคมอุปถัมภ์ จริงหรือไม่
ตัวคนเดียวหัวหาย ถ้ามีหลักการที่มั่นคง
แต่ถ้ามีหลายๆคนและคล้อยถามกันไป คุณคือผู้ชนะน่านับถือ ",0.5301,1
ใครตื่นตีห้าบ้างอะฝากปลุกหน่อย จะลุกขึ้นมาอ่านหนังสือต่อ,0.5304,1
เธอเคยรู้สึกบ้างไหมว่าทำไมความรักมันไม่แฟร์เลย🤔,0.5305,1
แวะมาถามครับ ถ้าไปเที่ยวเชียงใหม่นอกจาก ท่าช้าง แล้ว ไม่มีร้านอื่นแล้วหรอ55555555,0.5305,1
คนที่เล่น Zon ส่วนใหญ่ ญ/ช ?,0.5305,1
ทำไมบางคนเพิ่งเล่นละคนฟอลคนมาเม้นเยอะมาก,0.5305,1
ขอบคุณทุกๆท่านที่ให้ข้อมูลอัพเดตทางด้านวัดบางไผ่..แต่ใครพอทราบหรือป่าวว่าถวายดอกไม้จันทร์ได้ถึง22.00น.ข้อมูลนี้ชัวร์มั๊ยคะ?,0.5306,1
ขอกอดได้ไหม ในฐานะมือว่างก็ได้,0.5307,1
หงุดหงิดตรงทำงานสัมภาษณ์คนแล้วเขาวกไปวนมาเหมือนพายเรือในอ่างมากเลย ดึงคำถามไปตรงนั้นแล้ว ตรงนี้แล้วก็ยังจะพายกลับมา โอ้ย ควรทำไงดี สัมภาษณ์เขาอีกรอบหรือเทไปเลย !,0.5307,1
"แนะนำของกินลำๆ แถว มช. หน่อยจ้า
ไค่ปิ๊กเจียงใหม่ งื้ออออ",0.5307,1
"ทำไงดี เริ่มชอบคนที่เพื่อนชอบแล้วอ่าาาา
พยายามจะไม่มองไม่สน มึงก็ชวนกูมองเขาจังงงงงง",0.5307,1
ทำไมคนในใจเขาถึงไม่เป็นเราบ้างนะ,0.5308,1
"""เธอยังฟังเพลงนั้นแล้วคิดถึงเราอยู่บ้างมั้ย""",0.5309,1
หลังจากเรียนมาอาทิตย์นึง ใครรู้สึกบ้างว่าเข้ามาได้ไงวะเนี้ย มีแต่คนเก่งๆรอบตัว เรียนก็ไม่รู้เรื่องบ้าง จะจัดการตัวเองไงดี 0.0,0.5309,1
เด็กจุฬาเที่ยวกลางคืนบ่อยมั้ยน้าา,0.531,1
หิวววว หรือนอนต่อดี,0.5311,1
แนะนำเพลงเพราะๆหน่อยจ้าาาาา,0.5311,1
สนามหลวงต้องการจิตอาสาทางการแพทย์ไหมคะ,0.5311,1
ฉันต้องรออีกนานไหม,0.5311,1
ย่างเนยคืออะไรฮะ,0.5312,1
ช้างเผือกอยู่ไหนนนนนน,0.5312,1
ใครมา workshop staff รับเพื่อนใหม่บ้าง ?,0.5313,1
ใครอยู่กอล์ฟวิวบ้างง เค้าเหงา,0.5313,1
ที่นี่มีชมรมว่ายน้ำมั้ยเอ่ยยย🏊🏼🏊🏼🏊🏼,0.5314,1
อยากรู้ว่าบัวลอยปริญญาอร่อยป่ะตรงซอยอมร🤔,0.5314,1
เบื่อพวกที่เดินลงมาจากชั้น4ฝั่งใหม่เเล้วเเม่งมาเเบบเสียงดังอะ มากันเงียบๆไม่ได้หรอ,0.5314,1
"ใครชอบดูหนังมีโปรโมชั่นมาบอกกก!! 
ในแอป K plus แลกซื้อตั๋วหนังได้18 บาทท เราลองใช้มาแล้ว คุ้มมากก ถูกเว่อออ 😆",0.5314,1
ใครโสดไม่โสดมั้งเช็กๆ,0.5314,1
ใครอัพแล้วบ้าง #รีวิวหน่อย,0.5314,1
ใครโดนบอกเลิกไม่ใช่คนที่แพ้ แต่คนที่ยังรักอยู่ต่างหากละที่แพ้😂,0.5315,1
ขอรู้ข่าวแถวศรีราชาหน่อยครับ,0.5315,1
เธออยู่ไหน,0.5316,1
"เราจำทุกอย่างที่เป็นคุณได้หมดเลยนะ
แล้วคุณล่ะจำอะไรที่เกี่ยวกับเราได้บ้าง 😢",0.5317,1
นี่คุณ ไม่คิดจะกลับมาบ้างหรอ?,0.5317,1
มีใครอยากแจกไลน์ไหม หาเพื่อนนน~😊,0.5317,1
ทางเดินหน้าห้องตอนกลางคืนน่ากลัวน้อยกว่ากลางวันได้ไงง่ะ 555555555,0.5317,1
ดูแลเธอได้ไหม? ในฐานะแม่ของลูกเธอก็ได้😝,0.5318,1
"วาร์ปมาหาหน่อยได้ไหม
อยากกอด คิดถึง.",0.5318,1
ร้อนอะไรขนาดนี้อะ,0.5319,1
นอนได้ไหม ในฐานะง่วงก็ได้,0.532,1
ทำไมเด็กม.เราไม่เหมือนม.อื่นบ้างอ่ะ เซ็ง ส่วนมากก็คือแบบบบบบบบว่าาาาาาาาาาาาา  เบื่อมากกกกกกเด้อออออออออออ,0.5321,1
ขอได้มั้ย อย่าไปไหนเลยนะ,0.5321,1
เมื่อไหร่พ่อกับแม่จะเลิกโทษทุกอย่างว่าเป็นเพราะโทรศัพท์  เงินหมดก็โทษเพราะโทรศัพท์ ทั้งๆที่เงินเสียไปกับการกินซะส่วนใหญ่....,0.5322,1
จำได้ไหมที่เราโพสถามเรื่องรักษาสิว ได้ลองใช้ benzac 5% แล้ว สิวหายไวมากๆ ตอนนี้ใช้สามอย่าง ครีมขมิ้นยายโสภา เบนแซค เจลวิตามินซีนามิในเซเว่น เท่านี้แหละคุณ สิวดีขึ้นเว่ออๆ แต่เราคิดว่า สิวดีเพราะเบนแซค พระเอกคือเบนแซค จ้า,0.5323,1
มาทัวร์ขอนแก่นจ้าาา แนะนำร้านนั่งชิลหน่อยงับ,0.5324,1
ขอ..ดาวบนฟ้า ส่งความรักข้ามเวลามาได้ไหม?🙁,0.5324,1
"""แล้วฉันเลือกอะไรได้ไหม...เลือกให้เธอไม่ไปได้รึเปล่า"". 😔",0.5325,1
แล้วฉันเลือกอะไรได้ไหม เลือกให้เธอไม่ไปได้รึเปล่า.,0.5325,1
จะสอบอีกแล้วหร๊ออออเห้ออ,0.5325,1
ยังไม่ได้นอนมีใครให้ได้มากกว่านี้มั้ย? 😳😳😳😳😳,0.5325,1
แล้วฉันเลือกอะไรได้ไหม เลือกให้เธอไม่ไปได้รึเปล่า,0.5325,1
แก้ง่วงกันหน่อยไหม 😂😂😂,0.5326,1
มีใครเล่นDotA2มั้ย หาเพื่อนเล่นเวลาว่างๆ,0.5326,1
ทำไมเป็นแฟนที่ไม่ดีเลย เห้อ,0.5326,1
"❤️ ไดทิสสิด ไดทิสสิด ไดทิสสิด คือด้วงดิ่ง
แลมไพริด แลมไพริด แลมไพริด คือหิ่งห้อย
ซิคาดิด ซิคาดิด ซิคาดิด คือจั๊กจั่น
จิงโจ้น้ำ จิงโจ้น้ำ จิงโจ้น้ำ คือเจอริด
ฟอมีสิด ฟอมีสิด ฟอมีสิด คือมด
คูลีสิด คูลีสิด คูลีสิด คือยุง
โนโตเนคทิด โนโตเนคทิด
โนโตเทคทิด คือมวนวน
สะคาราบิอิด สะคาราบิดอิด
สะคาราบิอิด คือด้วงกว่าง!!

ใครเคยฟังยกมือขึ้นนน~🖐🏼🖐🏼🖐🏼",0.5326,1
ใครยังไม่นอนบ้างงงง,0.5327,1
ใครยังไม่นอนบ้างงงง,0.5327,1
ตอนนี้คนเข้าคิวชมพระเมรุมาศเยอะมั้ยคะ,0.5327,1
วัดปากน้ำเป็นไงบ้างคะ,0.5328,1
ดาวมาหาไรอ่ะ #memer,0.5328,1
รบกวนช่วยบอกทีนะคะว่าผ่านจุดคัดกรองแล้ว หางปถวอยุ่ตรงไหนคะ เพราะมีหลายคนที่ผ่านจุดคัดกรองปล้วไปต่อไม่ถูก หาจุดหางแถวไไม่ดจอต้องเดินกลับออกมา รบกวนเจ้าหน้าที่  และจิตอาสาช่วยจัดระเบียบทีนะคะ เพราะเชื่อว่าทุกคนมาเพื่อพ่อ มาด้วยใจค่ะ,0.5328,1
มีใครเคยโดนคนอายุมากกว่าเรียกพี่บ้างอะ 😹😹เรานี่ประจำ ร้องห้ายยย,0.5328,1
โทรไปได้ไหม ในฐานะคอลเซ็นเตอร์ก็ได้,0.5329,1
ถ้าโลกมันกลมทำไมเธอไม่วนกลับมา.🌏💔,0.5329,1
ถ้าโลกมันกลม  ทำไมเธอไม่วนกลับมา.,0.5329,1
ถ้าโลกมันกลมทำไมเธอไม่วนกลับมา.,0.5329,1
อิมเมจพาแฟนมาด้วยเปล่า,0.5329,1
ส่องกระจกดูตัวเองร้องไห้มากี่ครั้งแล้ว 😞,0.5329,1
คนที่เข้าหอไม่ได้ 29 จากประกาศล่าสุดคือต้องรอเข้า 1 สิงหาเลยหรือเปล่าคะ,0.5329,1
"ทำไมของต้องsaleในช่วงสอบตัดสินชีวิตนี้ด้วยยย 
ทำมายยยยยย ~ 
สอบไม่ได้ไม่พอ ซื้อของราคาเต็มไปอีกก 😂😂😂",0.5329999999999999,1
ถ้าผมไม่ได้บอกชอบคุณไปในวันนั้น คุณจะหายไปไหมในวันนี้..,0.5329999999999999,1
"อะถามหน่อยยยยย 

คิดว่ามีอะไรที่รู้สึกว่าเพราะเราเรียนเกษตรเราเลยต่างจากคนอื่น แบบนิสัย ท่าทาง ที่คิดว่ามหาลัยอื่นไม่มี เห็นปุ๊ปรู้ปั๊ปว่านี่เด็กเกษตรชัวร์ 🤔🤔🤔🤔🤔",0.5331,1
ม.นี่นี่มันเป็นยังไง ลงเเต่ของกินกันห้ะ55555555,0.5331,1
สรุปคุณรู้สึกยังไงกับเราอ่ะ? เรางงไปหมดแล้ว คุณมาทำเหมือนชอบเรา การกระทำของคุณคือทำให้เรารู้สึกแบบนั้น พอเราเริ่มรู้สึกแบบนั้นกับคุณทำไมคุณถึงหาย?,0.5331,1
เคยแอบชอบใครนานสุดเท่าไหร่ แล้วสุดท้ายนกกันมั้ย แชร์ประสบการณ์หน่อย,0.5331,1
ตั๋วหนังที่เมเจอร์รังสิต โรง1 300บาท ใช้ m-gen ลดได้ไหมอ่ะ,0.5332,1
"เธอเห็นดวงจันทร์ไหม 
ดวงจันทร์ไม่เคยห่างไกล 
ดวงใจเราไม่เคยห่างกัน 
#แฮร่",0.5332,1
ทำไมคนที่บอกว่าเลิกยุ่งกับเรานานแล้วแต่ยังโพสแขวะเราแซะเรา นี่เขาเหงาหรือขาดความอบอุ่นคะ #แด่เพื่อนสนิทที่กลายเป็นศัตรู,0.5332,1
รบกวนถาม คนที่อยู่ข้าใน ฝั่งธรรมศาตร์ค่ะ ว่าข้างในพื้นที่เหลือไม เพราะเจ้าหน้าที่จะให้เข้าอีกที่ คือ เที่ยง ตอนนี้จุดคัดกรอก อยู่อีก 500 มตรค่ะ,0.5332,1
พอทราบำหมคะ ว่า รถสาย 9 พอถึงบางลำภูแล้วจะไปทางไหนต่อคะ,0.5332,1
เหงากันไหม?,0.5333,1
มีใครเคยสอบไซโคมั่ง ยากม้ายยยยยย,0.5333,1
ชอบเธออะ รำคาญป่ะ,0.5334,1
คิดถึงนะกลับมาได้มั้ย คิดถึงมั้ยกลับมาได้นะ,0.5334,1
คุนเบียร์เอาเฟ้ยฟรายมั้ย,0.5334,1
เราจะเข้าไปทำความรู้จักเธอคนนั้นยังไงดีน้า,0.5334,1
พระเมรุมาศตรงจุดคัดกรองตอนนี้ คนเยอะไหมคะ 🙏🏼,0.5335,1
ฉันดูออก ไม่รักแล้วใช่ไหม ..,0.5335,1
มีเงินสองพันลงทุนอะไรดี,0.5336,1
มธ. ไป .  าบางเนสะทางไหนสะดวกสุด ขอ,0.5336,1
ถ้าจะเปิดกล่องที่อตซ ต้องขออนุญาตใครไหมคะ หรือไปเปิดได้เลย,0.5336,1
