text,probability,label
ทำไมต้องมาทำให้เราหวั่นไหวด้วย,0.5086,1
ขอพื้นที่เล็กๆให้ยังเป็นเด็กอยู่ได้ไหม,0.5086,1
"เขาขอให้อยู่รึป่าว ถ้าไม่ก็ออกมาเถอะ
#itfeelstory",0.5086,1
มีใครเล่น identity vมั้งงงงงงง???,0.5087,1
มีใครเล่น identity v มั้งงงงงงงงงง??,0.5087,1
"- พรุ่งนี้จะไปนอน เขาแหลมหญ้า
   มีใครอยากไปด้วยป้ะคับ😄😄😄😄",0.5088,1
ใครเคยมีประสบการณ์ซื้อคอนโดบ้าง มีคนมาถามขายห้องแถวปุณณวิถี เฮียว่ามันไกลไปแต่ราคามันโอเค ละก็ได้ห้องไซส์ใหญ่มาก มีบิวอินกับเฟอร์ให้ วอนผู้รู้ช่วยแนะนำที,0.5088,1
ช่วงนี้ชอบเพลงอะไรกันบ้าง,0.5089,1
วันนี้ฟิตเนสเปิดไหมง่าาาาา,0.5091,1
ตะกร้าสานแบบนี้ต้องเริ่มวาดยังไงอ่ะ ขออนุญาตวาร์ปมาถาม,0.5092,1
ผู้ชายแพ้คำว่า คิดถึงนะ เค้าเหงา อะไรแบบนี้ป้าว 55555555555,0.5092,1
ใครเล่นtinder บ้าง,0.5093,1
วันอาทิตย์แบบนี้ทำไรกันครับ,0.5095,1
ผู้ชายส่วนมากชอบสาวแว่นกันไหมอะะ,0.5097,1
เคยมั้ย...อยู่ดีๆน้ำตาก็ไหลเฉยเลยอะ,0.5097,1
"คือได้ยินเค้าประกาศว่าจุดสะพานปิ่นเกล้าเปิด2ทุ่ม
แต่จุดโรงแรมรัตนโกสินทร์ได้เข้าแล้ว คืออะไรคะ นี่อยู่หัวแถวรอมา3ชม.แล้วคะ ทำไมถึงไม่ให้เข้า สติกเกอร์ก็ได้แล้ว",0.5097,1
รองเท้าผ้าใบสีขาวสวยๆนี้มันมีของอะไรบ้าง สำหรับผู้หญิงนะ,0.5098,1
วัดหัวลำโพง คนเป็นไงบ้างครับ,0.5098,1
มันเล่นยังงายยย หลุดไปอยู่ในโซน มหาลัยอื่นแย้วว 🤗🤗,0.5099,1
ใครไปstarbucks บ่อยๆมั้งอะ สังเกตมั้ย มันชอบมีคนนึงน่ากลัวมากเลย ชอบนั้งตรงโต๊ะใหญ่ตรงกลาง ที่ชอบเดินไปเดินมา ยิ้มๆแปลกๆ อยู่นั้นทุกวันเลย วันนี้นางมองเรานานมากแล้วก็ยิ้มมา โคดน่ากลัว😭😂,0.51,1
เธอจะคิดถึงเราบ้างรึป่าวนะ แต่เราคิดถึงเธอเสมอนะ,0.51,1
อยากรู้ว่าพวกร้านต่างๆที่ออกโปรโมชั่นสำหรับคู่รักในวันวาเลนไทน์เนี่ยจะรองรับคู่รักเพศที่3รึเปล่า 😌,0.5101,1
เปงหมูหรือเปงหมาอ่าาาาา,0.5102,1
มีใครเล่น harry potter บ้างมั้ยย อยู่บ้านอะไรมาแชร์กันหน่อยยย,0.5102,1
A Simple Favor หนังดีมั้ยย,0.5102,1
ทำไมกุ้งขี้เหยียดงี้อะ #ขาเบียดstory,0.5103,1
อยากกินข้าวต้มร้านไหนอร่อยบ้าง,0.5103,1
แอพนี้สร้างเพือพวกเราไหมวะ,0.5104,1
ใครดูเดอะมาส์กอยู่บ้าง,0.5104,1
คิดถึงงงกันมั้ยย,0.5104,1
หลังห้องใครอะแกร,0.5104,1
มีใครอยู่วัดไผ่ตันไหมคะ,0.5105,1
ไปก้ำกันมั้ย อิอิ :),0.5106,1
ทำไมต้องน่ารัก ไม่เข้าใจ ฮือ,0.5106,1
มีใครอยู่คณะฝั่งริมสวนบ้างไหมอ่า สวนของเราคือสวนลุมนะ คณะที่มีPacamara 😂,0.5106,1
มีใครจะถอนวิแพ่งแจ็คกี้ไปเรียนปี4บ้าง หาเพื่อน ไม่ไหวแล้วกลัวตาย ก่อนเรียนจบ 😩😩😩😩😩😩,0.5108,1
จะจีบผู้หญิง ทำไมผมคิดว่ามันยากกว่าจีบผู้ชายหล่ะครับ #ซีเรียส #ประเทศจุฬา,0.5108,1
ใครอยู่กอฟบ้าง หาเพื่อนกินข้าว,0.5109,1
เล่นพับจีด้วยกันไหม ในฐานะคนไทยด้วยกัน,0.511,1
มีใครอยากเข้าด้านมืดบ้าง เราสอนเล่นDeep Webได้นะ แต่Dark Webไม่รับสอน อันตรายเกิน,0.511,1
ไหน มีใครยันหว่าง หาเพื่อนจ้าาา,0.5112,1
วันนี้นอนท่าไหนดี,0.5112,1
หอชายมีใครยังไม่นอนมั้ยเอ่ย,0.5114,1
ใครดูบ้าง #ใครเป็นแบบกูบ้างวะ 555555,0.5114,1
ทำไมเป็นเราที่ยังไม่ไปไหน,0.5115,1
สวนสันติคนเยอะไหมคะ,0.5116,1
หออะไรใครทายถูกให้เฉลย,0.5118,1
มีคนรับสอนอิ้งมั้ย แบบฝึกพูดให้คล่องงี้,0.5121,1
มีร้านบาร์คนน้อยๆแนะนำมั้ย ไปนั่งชิลอะ,0.5122,1
ใครมาปั๊มดาวให้อะ จะขายน้ำมันอ่อ,0.5124,1
จะทักไปอวยพรวันเกิดเธอดีไหมนะ,0.5124,1
ฝนตกแบบนี้ต้องทำอะไร ???,0.5125,1
พี่น้องนี่เขาบอกฝันดีกันป่าวอะ,0.5126,1
น้องชุ้งพี่เจอตังน้องมารับด้วย 3000 พอมั้ย,0.5126,1
โซนนี้ที่ไหนเด็ด,0.5127,1
คิดถึงได้ไหมอ่ะ ฟ้าถล่มแบบนี้,0.5127,1
ยังมีเรือข้ามฟากจากวังหลังไปท่าราชินีไหมคะ,0.5127,1
พี่มาสค็อตหมีไปเรียนปะพรุ่งนี้,0.5128,1
ในชาบูลาวหมูอะไรอร่อยคะ555555,0.5129,1
มีใครกำลังมองหาชีทสรุป #FD211 อยู่มั้ยน้า ตั้งใจทำมากๆๆ ฝากด้วยนะงับ💕,0.5129,1
PY228วันศุกร์นี้หยุดรึเปล่าครับ,0.5129,1
ฉันรู้ว่าเธอจะยิ้มแบบไหน,0.513,1
ชอบกินไรร้านน้องแอมมม โรงsc กันบ้าง แชร์โหน่ย,0.513,1
ทานป่ะแก😋,0.5131,1
ซาวเช็คคค ใครไปมั้ง,0.5131,1
ญี่ปุ่นช่วงเดือน7ตั๋วถูกมากกกก อยากไป แต่ร้อนอะะ เอาไงดี,0.5131,1
ใครนั่งกินข้าวคนเดียวประจำบ้าง,0.5132,1
"อยากได้เพลงสากลเศร้าๆ เอาแบบดิ่งลงไปเลยก็ได้
ใครมีเพลงในใจแนะนำหน่อย",0.5133,1
"ถ้าไม่นอน ยาก่อนนอนต้องกินยังไงอะ
#ยาก็มีแล้วขาดก็แต่คนดูแล",0.5134,1
พี่สแตมเมื่อไหร่จิมาาา,0.5134,1
ใครนั่งรถไฟฟ้าไปกลับบ้าง เราไปกลับแต่ละทีท้อแท้มาก รอหลายขบวนกว่าจะได้ขึ้น #ร้องไห้หนักมาก,0.5134,1
เมื่อไหร่จะเลิกอ้วนสักที!!!!!,0.5134,1
มีใครสนใจเข้าร่วมงานวิชาการด้านความเสมอภาคทางเพศไหมคะ ใกล้ๆจุฬานี้เอง,0.5135,1
ผญ.มีแก้มมีเหนียงเยอะๆนี้น่ารักมั้ยฮับ,0.5136,1
ดึกๆคนเหงาเขาทำอะไรกัน,0.5136,1
พึ่งตื่นไม่กี่ชั่วโมงเอง ทำไมถึงง่วงนอนแล้วละ,0.5136,1
มาทำอะไรที่zon,0.5136,1
สะพานมอญอยู่ด้านใหนของสนามหลวงค่ะ,0.5137,1
Camp maya เชียงใหม่ คนน้อยรึยังงงงอะ,0.5137,1
นิด้าถือว่าดังมั้ยอะ เราเห็นมีทุนเยอะอะ เผื่อเรียนโท (ไม่ดราม่านะ),0.5137,1
ยุงเยอะไปมั้ย,0.5137,1
เมื่อไหร่จะมีคนมาชอบแอนนี่นะ ฮี่ๆๆๆๆๆๆๆ,0.5137,1
ทอมดีๆไปไหนหมด,0.5137,1
"มีใครอยากลองมั้ยอะ
เราปล่อยต่อออออ #อย่าว่าเลย #ขอหน่อยนึงหน่า ",0.5138,1
"มีใครไปใช้สิทธิ์ กินฟรี / ลด 80% / 1แถม1 บ้างยัง ??

#polloftheday",0.5139,1
วันนี้มีนี่หรอ หมีไปงานด้วยหรอๆๆๆ,0.5139,1
ที่ชม.ฝนตกป่าว,0.5139,1
ที่ศาลากลางนนทบุรีมีจัดถวายมั๊ยค่ะ,0.514,1
ใครมาปล่อยมาทักเปียกปูนได้นะค่าบบ 🐰💘💘 #piakpoonthebunny,0.5141,1
มีแรงบันดาลใจแบบไหน ที่จะทำให้เราอยากอ่านหนังสือบ้าง 😅😂📚,0.5141,1
ลานพระรูปเข้าได้อีกมั้ย,0.5142,1
กล้วยทอดอินโดที่โรงscขายไหมม,0.5142,1
เคยฟังกันรึป่าว เพราะมาก ชอบๆๆ 555555555,0.5142,1
เคยเป็นมั๊ย? ที่เวลาดึกๆก็จะคิดถึงคนๆนึงขึ้นมา ทั้งๆที่คิดว่าลืมได้แล้วคิดว่าจะไม่คิดถึงแล้วและตอนนี้ก็กลับไปเป็นแบบเดิมไม่ได้แล้ว,0.5144,1
ถ้าบังเอิญเจอกันจะยังทักกันอยู่มั้ยนะ,0.5144,1
วันที่ 1 ธค ยังมีบูมบัณฑิตอยู่มั้ยคะ,0.5144,1
ใครอ่านเว็บตูนบ้างงง เรื่องโปรดตอนนี้ของเราต้องให้สองเรื่องนี่เลย อยากให้ทำเป็นซีรีย์มากก ~,0.5148,1
มีใครเคยกินร้านนี้บ้าง,0.515,1
ใครอยู่ในจุดที่ความรักแบบคนรัก ไม่จำเป็นกับชีวิตแล้วมั่ง คือ เวลาคุยกับใครมากๆ แล้วเหมือนมันจะต้องจริงจังทีไร เราจะถอยออกมาทุกทีเลย ไม่ใช่ว่าอีกฝ่ายไม่ใช่ ไม่ดี หรืออะไรนะ คุยรู้เรื่อง สนุก เข้ากันได้ โอเคหมดทุกอย่าง แต่พอมันถึงจุดที่เขาหรือเรา รู้สึกว่ามันอาจจะต้องขยับความสัมพันธ์ เราจะไม่ไปต่ออะ เขาก็จะหายไป ละเราก็โอเคกับการที่เราอยู่คนเดียวแบบนี้ จนมีใครมาใหม่ ละก็พังไป วนลูปอ่ะ เฮ้ออออ,0.515,1
มีใครหน้าสดไปเรียนบ้างมะ,0.5152,1
ใครเคยกินยำแซลม่อนที่อินเตอร์มั่งงง ยำกับลาบอันไหนดีกว่าา,0.5152,1
เคยเป็นคนเหงา 2017 มาแล้วทั้งปี นี่จะหมด 2018 แล้วนะ มีใครมาเหงาเป็นเพื่อนกันมั้ย,0.5153,1
นอนยังจ๊ะ,0.5154,1
มีใครชอบผู้หญิงเหมือนกันไหม,0.5154,1
วัด วชิรธรรมสาสิต สุขุมวิท101 คนเยอะมั้ยคะ,0.5155,1
วันหยุดไปเที่ยวไหนกานนน,0.5155,1
วันนี้เสื้อเขียวเต็มมอ ตกใจเว่อ มีงานไรร,0.5155,1
วันจันทร์ ที่ม.หยุดไหม,0.5155,1
"ใครมีสรุปวิชา tu101 เรื่องโลกาภิวัฒน์บ้างอะ 
อ.อดิศร นะ",0.5155,1
"ที่มหิดลมีอะไรอร่อยบ้างงงง
ใครตอบตัวเองขออนุญาตรับประทานนะคะใส่หอมา",0.5156,1
สเป็คของแต่ละคนเป็นไงบ้างๆ,0.5156,1
มีใครว่างบ้าง ไปกินข้าวเป็นเพื่อนหน่อย หิวข้าวว,0.5157,1
"ใครตามเรื่องนี้อยู่บ้าง สนุก ๆ ทุกคนคิดว่าไง 😂
#คุยสัพเพเหระ",0.5157,1
ปีใหม่นี้ สนใจไป Big Mountain เป็นแฟน เอ้ยยเป็นเพื่อนเราไหม 55555555555,0.5157,1
อยากกินหมูกระทะ ไม่มีคนไปด้วยเลยมีใครสนใจไปด้วยกันมั้ย,0.5157,1
ทำไมวันนี้เนื้อหามันวิทย์จังเลยวะ,0.5158,1
คนไปบาหลีเยอะมากกเลยตอนนี้ เลื่อนไอจีก็เจอ เพื่อนซอนใครมีแพลนไปบ้างป่าวว,0.5158,1
ใครเป็นบ้าง เวลาไม่สบายแล้วชอบร้องไห้,0.516,1
มีใครเล่นปิงปองเป็นบ้าง. อยากหาเพื่อนเล่นครับ,0.516,1
วันนี้จะมีอินเตอร์โซนไหมอะ ฝนก็ตกกด้วยย,0.516,1
ใครเก่งอิ้ง มาติวให้หน่อยยเรามีควิซ,0.516,1
แถวนี้มีใครดุบ้างจ๊ะ,0.5161,1
Admin แจ้งข่าวหน่อยคะ จะเปิดให้เข้ากี่โมงเอ่ย,0.5161,1
ออเคมสอบบ่าย2ครึ่งป่ะ,0.5162,1
ใครอยู่คอนเสิร์ตละบ้าง,0.5163,1
วันนี้เห็นคนใส่เสื้อสีเหลืองเต็มไปหมด เกิดอะไรขึ้น?,0.5165,1
ไม่ชอบคนแบบไหนมากกว่ากัน,0.5165,1
น้องจะผ่านพรุ่งนี้ไปได้อย่างไร?,0.5166,1
ลานพระบรมรูปทรงม้าคนเยอะรึยังคะ,0.5166,1
ในนี้เป็นเพศอะไรกันบ้างเอ่ยย #polloftheday,0.5168,1
เข้าใจกันหน่อยได้ไหม,0.5168,1
มีใครต่อแถว เข้าถวายดอกไม้จันทร์ที่ลานพระบรมรูปทรงมาบ้างคะ ตอนนี้แถวหยุดนิ่ง อีกนานไม๊คะถึงจะเปิดจุดนี้ คนต่อแถวยาวมากๆคะ,0.5168,1
มันจะมีคนที่ไม่ได้มองกันแค่ภายนอก รูปร่างหน้าตาบ้างมั้ย.,0.5169,1
สอบวันนี้เป็นงี้กันไหม,0.5169,1
ท่าช้าง กับ ท่าพระจันทร์ จุดไหนน่าจะยังเข้าได้คะ,0.517,1
ใครสั่งสุกี้,0.517,1
มีค่ายอาสาค่ายไหนจัดช่วงปลายเดือนธันวาถึงมกราคมบ้าง,0.5172,1
ไปดู the nun กันมั้ย ไม่มีเพื่อนไปปป,0.5172,1
ทำไมอ่านสือคืนนี้ปวดคอจังอะ ไม่เอาสิ กลัวแล้วนะ 🙄,0.5173,1
ทำไมถึงเหงาขนาดนั้นน,0.5174,1
เพื่อนๆจ๋า ใครรู้บ้างว่าแถวมอที่ไหนมีถุงแยกผ้าขายบ้าง ที่เราใส่ผ้าเล็กๆน้อยๆตอนซักได้อ่ะ อยากได้มาก ขอขอบคุณล่วงหน้าเลยละกัน,0.5176,1
"มีใครไปดูคอนเสิร์ทมั้ยเนี่ย
https://youtu.be/KkOF8UiB7u8",0.5177,1
ใครเคยดู อนาเธอร์ สปอยให้ฟังหน่อยค่ะ จะเอาข้อมูลไปทำงาน55555,0.5178,1
มีใครอยู่มอบ้าง เปิดตี้ ก้ำๆๆๆๆๆ,0.5178,1
หิวข้าวจัง มีร้านอาหารอร่อยๆแนะนำมั๊ยครับ,0.5178,1
เรือจ้ามฝากไปยังท่าราชินี ยังมีบริการมั๊ยะ่ะ กำลังเดินทางไปค่ะ,0.518,1
ร้านนี้น่ากินสุด ใครเคยไปมั่งมารีวิวหน่อยยยยยย,0.518,1
"ทำไมเป็นคนร้ายๆ
#GenGenetics",0.5181,1
"มีใครเล่นแอพ Smule กันบ้างมั้ยฮะ?
ตอนนี้คือติดมาก แบบไม่ไหวแล้ว แง",0.5181,1
จุดคัดกรองถนนกัลยาณไมตรีตอนนี้คนเยอะรึยังคะ,0.5182,1
จุดคัดกรองถนนกัลยาณไมตรีตอนนี้คนเยอะรึยังคะ,0.5182,1
"เพื่อนกันมันก็จีรัง...ควรเป็นแบบนั้นมันดีกว่าไหม
#เพื่อนเธอเหมือนเดิม",0.5183,1
ถ้ามาจากท่าเรือศิริราช แล้วไปขึ้นท่าพระจันทร์ เพื่อไปวางดอกไม้จันทร์ถวายพระบรมศพ ได้ใช่ไหมคะ เปิดท่าเรือทั้ง2 นี้ใช่ไหมคะ,0.5183,1
เธอคนนั้นจะเล่นแอพนี้ด้วยไหมนะ.,0.5183,1
ทำไมความรักของชาวจุฬาฯ มันดูโสดจังเลยวะ 😆,0.5183,1
เคยสนใจกันบ้างป่ะ,0.5183,1
ขอรับบริจาคชีท mircroecon EE211 ของbe เพราะตอนนี้โดนพี่รหัสเทไปแล้ว มีใครมีชีทบริจาคให้น้องที จะmidterm แล้วค่า 😭😭,0.5184,1
มีใครเล่นอยู่ม้ะ อยากได้ดาวเยอะๆ ⭐⭐⭐⭐⭐ #กดค้างรัวๆ,0.5184,1
พื้นที่ถนนราชดำเนินจะเปิดให้ประชาชนเข้าไปนั่งได้มั๊ยครับ หลังจากปิดการจราจร100%ครับ,0.5185,1
เงียบจัง คนเล่นกี่คนเนี่ย,0.5185,1
เล่นยังงายยยยยย,0.5185,1
ทำไมพี่วิดวะคนนั้นน่ารักจังเลยอะ,0.5187,1
วันแม่ปีนี้ มีสะใภ้ให้แม่รึยังคะ,0.5188,1
ทานข้าวเที่ยงกันป่าว @ บาร์​ iup,0.519,1
มีไหม ใครที่นอนดึกละตื่นเช้า เพื่อมาเรียนวันเสาร์ 55555555,0.519,1
อ้อนใครได้บ้าง,0.519,1
รถเมล์วันที่26นี้ไปจอดถึงสนามหลวงไหมครับ,0.519,1
มีใครไปคอนเอสเจไหม ที่เปิดจองบัตร23ธค นี้ๆๆๆๆๆๆๆ,0.5191,1
วัดปุรณาวาสคนเยอะมั้ย,0.5192,1
เมื่อไหร่บัตร Ed จะประกาศผัง,0.5192,1
ทีมงาน ZON ครับ Application นี้จปิดการใช้งานเมื่อไรครับ,0.5193,1
มื้อดึกนี้กินไรดีอะ มีมาม่า ข้าว ไข่ แฮม ไส้กรอก หมู,0.5193,1
ทำไมกวางเรนเดียร์แล้วยังต้องเดียร์,0.5193,1
ทำไมสาวมธน่ารักจังฮะ,0.5193,1
ต้องอยู่แบบนี้ไปอีกนานแค่ไหน..,0.5193,1
มีใครไปดูวอลเลย์ World Grand Prix ที่อินดอร์บ้างงงง ?,0.5194,1
ทำไมเดี๋ยวนี้เด็กจุฬาชอบโจมตีสถาบันตัวเองจังอะ ไม่ภูมิใจกันแล้วหรอ. ขนาดเรื่องชุดนิสิตยังดราม่า นี่ยังลามมาเรื่องงานบอลอีก งงอะ แทนที่จะช่วยกันพัฒนา...,0.5194,1
ความน่ารักของเธอฉันขอเก็บมันไว้ดูเเบบนี้ตลอดไปได้ไหม?,0.5196,1
ทำไมต้องมารับปริญญาชนกับสอบมิดเทอม เศร้าาาา,0.5196,1
ใครเคยคุยกับเด็กวิทยา ชช มาแชร์,0.5196,1
ทำไมต้องกดดันเราขนาดนี้ด้วย เราก็เหนื่อยยะ,0.5196,1
ทำไมต้องมีสอบด้วย,0.5198,1
The nun ออกจากโรงยังงง,0.5198,1
โรงดึกธรรมศาสตร์ร้านไหนอร่อยสุดครับ,0.5198,1
มีวิธีผ่อนคลายความเครียดกันไหม แชร์เก๊าหน่อยยยยย,0.5199,1
ไม่คิดถึงกันบ้างหรอเธอ,0.52,1
ลำไย ไหทองคำ ดังเพราะอะไร,0.5201,1
พรุ่งนี้ ซอมบี้หล่อไหม จะไปดู,0.5202,1
ทำไมเทกันง่ายจัง,0.5203,1
นึกถึงกับคิดถึง เหมือนกันไหม...,0.5203,1
ทำไมช่วงนี้ชีวิตห่วยแตกจังวะ,0.5203,1
"อะไรอีกอ่ะ 
แล้วเป็นอะไรอีก 
เป็นอะไรอีกแล้วอ่ะ 

คือแบบ ไม่เอาได้ป่ะ สำหรับผชคือมันอาจปกติ แต่เราเซ้นซิทีฟว่ะ",0.5205,1
ทำไมกับข้าวบางอย่าง ราคาไม่ตรงป้าย,0.5205,1
หิวตอนดึก สุดท้ายต้องมานั่งกินธัญพืช /ใครเคยกินพวก muesli หรือ diamond grain มาปรับทุกข์กันได้,0.5205,1
เมื่อไหร่ไฟจะมาาาา,0.5206,1
"คิดว่าสุดท้ายแล้ว ชีวิตเราต้องการความรัก หรือ เงิน มากกว่ากัน ?

💚vs💰",0.5206,1
จบ Siit em เกรดห่วยๆ toeic 900 หางานทำครับ มีอะไรให้ทำบ้าง ฮือออ จะสมัครอะไรก็ประสบการณ์อย่างน้อย1ปีหมดเลย,0.5207,1
พรุ่งนี้เรียนกันไหม,0.5207,1
"คนใจร้ายนี่เป็นเทรน? ถึงเจอแต่คนแบบนี้

#itfeelstory 😔😔",0.5207,1
กลางวันนี้กินไรดี,0.5208,1
กลางวันนี้กินไรดี,0.5208,1
มาขึ้นดอยกับพวกเราไหม,0.5208,1
"คืนนี้2.00นาฬิกา  จะไปขึ้นรถ   shater  bus ที่หัวลำโพง  จะมีรถรับส่งตลอดไหมครับ
    พอทราบไหมครับ    ว่าขบวนอิสิรยศตอนเช้าเสร็จ   ชว่งบ่ายจนถึง22.00น  พีธิถวายพระเพลิง  ถนนจะว่างจะให้ประชาชนที่ไม่ได้เข้าไปในบริเวณท้องสนามหลวงสามารถยืนเพื่อสง่เสร็จสู่สวรรคาลัยบริเวณนี้ไก้ไหมครับ  หน้ากรมรักษาดินแดง ถนนสนามไชย   ขอบคุณครับ",0.521,1
มีใครมางานรับน้องบ้าง,0.521,1
ใครเครียดมาคุยกับผมได้ครับ,0.5211,1
บ่ายสามโมงเราจะไปร้องเพลงกะเพื่อนที่ฟิว มีใครอยากไปกะเราไหม 555 ฟรีนะ 555,0.5211,1
นอนยัง #zontu,0.5211,1
นอนยัง,0.5211,1
นอนยัง,0.5211,1
พรุ่งนี้สอบเสร็จใครจะไปไหนมะ บอกมา จะได้ไม่ไปร้านนั้น,0.5213,1
วันเกิดปีนี้คุณจะคิดถึงเราเหมือนที่เราคิดถึงคุณอยู่ตอนนี้มั้ย ?,0.5213,1
กำลังคิด...จะตัดหน้าม้าต่อไปหรือจะไว้ยาวเลยดีวะ,0.5213,1
มีใครติดละครบ้าง ชอบดูเรื่องไรกัน,0.5213,1
มีหนังไรน่าดูมะ,0.5214,1
คิดว่าตะได้ใช้มั้ย,0.5214,1
ฝนจะตกทั้งคืนเลยป่ะ,0.5214,1
งุงิ ใครยังไม่นอนบ้าง ขอดาวโหน้ยยย,0.5215,1
ไอ้นี้มันเล่นยังไงวะ😂😂,0.5215,1
เย็นนี้กินข้าวกับอะไรดี,0.5216,1
คุณคงมีความสุขเมื่ออยู่กับเขาใช่ไหมครับ 😊,0.5218,1
ร้านเหล้าร้านไหน แถวนี้เด็ดสุด,0.5219,1
จะร่วมงานวันที่ 26 และจะไปตั้งแต่คืนวันที่ 25 จะได้เข้าชมขบวนไหมคะ,0.522,1
ใครอยู่แถวอนุสาวรีย์ บางเขน นนทบุรีบ้างมาช่วยถือกล้องถ่ายงานหน่อยเดี๋ยวเสร็จงานละเลี้ยงพิซซ่า,0.522,1
จุดคัดกรองไหนน่าจะมะคนน้อยสุดครับ,0.5222,1
นอนกันหมดแล้วหรอ,0.5222,1
ทำไมเพื่อนๆถึงมาเล่น ZON,0.5222,1
แล้วคุยกับใครได้มั่ง แอพนี้,0.5224,1
อะไรใน เซเว่น อร่อย,0.5224,1
คนไปรูฟ กลับกันยังอ่ะ,0.5225,1
ใครมีเพลงสากลที่ฟังแล้วรู้สึกสดใสๆแนะนำบ้าง???,0.5226,1
มีใครสนใจเด็กวิทย์กีมศวป้ะ แข็งแรงกล้ามใหญ่น้ะ 55555555555555,0.5227,1
เกษตรมีอะไรอร่อยครับ,0.5227,1
วันนี้คาเฟ่แมวเปิดไหมงะ,0.5231,1
ไม่มีใครยังไม่นอนมั้งหยอ 🌞,0.5233,1
ทำไมต้องมีแต่เราที่อยากคุยกับเขา,0.5233,1
ใครทำตกไว้แถวที่จอดรถหอFมาเอากับเรานะะ,0.5234,1
"ขอสอบถามว่า

1. ท้ายแถวของจุดคัดกรองตรงก.กลาโหม อยู่บริเวณไหนบ้างคะ?
2. ณ.จุดคัดกรองนี้ ในเวลา 20:00 น. จะยังสามารถรับประชาชนเข้าได้อีกจำนวนประมาณเท่าใด?

้เนื่ิองจาก ประชาชนทะยอยเดินทางมาเรื่อยๆ หากมีการประกาศได้ว่า แต่ละจุดคัดกรองจะรับได้อีกเท่าไร ปชช. ที่มาต่อท้ายแถวก็พอจะทราบว่าจะมีโอกาสได้เข้าด้านในหรือไม่ ถ้าไม่ก็จะได้ไม่ต้องรอและปรับแผนเดินทางเพื่อร่วมพิธีอยู่ด้านนอกกันนะคะ",0.5235,1
หิวมั้ย??? อย่าลืมหาไรกินกันนะ,0.5235,1
ไม่เข้าใจบ้างหรอ ว่ากูก็ต้องใช้ตัง เพื่อนก็เพื่อนเถอะ เห็นใจกูด้วยเถอะ สนิทแล้วใช่ว่าจะคืนเมื่อไหร่ก็ได้ เกรงใจอ่ะเป็นไหม,0.5238,1
ที่ธรรมศาสตร์ตั้งจิตอธิษฐานที่ไหนแล้วสมหวังในความรักบ้าง,0.5238,1
ทำไมป้าแถวบ้านขี้เลี่ยมจังนะ,0.5239,1
ตอนคุณเลือกจะคบใคร ปกติคุณใช้อะไรตัดสินใจ?,0.5239,1
เย็นนี้กินไรดี,0.5241,1
ไปศกร.เป็นเพื่อนไหม อาจติวให้ไม่ได้ แต่ช่วยให้กำลังใจได้นะ 💗,0.5241,1
ทายซิเราเป็นใคร,0.5241,1
เย็นนี้กินไรดี 🤔🤔,0.5241,1
เย็นนี้กินไรดี 🍽,0.5241,1
เย็นนี้กินไรดี,0.5241,1
เย็นนี้กินไรดี,0.5241,1
เย็นนี้กินไรดี,0.5241,1
นอนกันยังชาวมธ.,0.5243,1
มันเหมือน yell ป้ะ,0.5243,1
ภาพนี้จากเซนทรัลพระราม 2 เหรอครับ,0.5243,1
ทำไมเธอชอบเรียกร้องในสิ่งที่ตัวเธอเองก็ให้เราไม่ได้ เช่น ความชัดเจน,0.5243,1
นี่เรากำลังคุยกับอะไร555555,0.5245,1
วันหยุดยาวก็หยุดพักหยุดคุยกันเนาะ ให้มีเวลาส่วนตัวกับครอบครัวบ้างไรบ้าง,0.5245,1
"จากที่มีคนถามเรื่องซิ่วเมื่อกี้ เฮียมีบทความจากชัยยะอยากจะมาแลกเปลี่ยนความคิดกัน
.
เราควรทำงานในสิ่งที่เราชอบ
หรือเราจะเก็บความชอบของเราให้เป็นงานอดิเรกต่อไป?

หลายๆครั้งเราเห็นคนได้ดิบได้ดีเพราะได้ทำงานกับสิ่งที่ตัวเองรัก
แต่หลายๆครั้งเราก็เห็นคนที่ต้องเจ็บปวดเพราะเอาสิ่งที่ตัวเองรักไปเป็นงาน
ทำให้การอยู่กับมันไม่ใช่เรื่องที่ผ่อนคลายน่าสนุกอีกต่อไป

แล้วสรุปเราต้องทำยังไงกันแน่
เราควรเอาสิ่งที่เรารักไปเป็นงานเราไหมหรือเราไม่ควร?
.

pic ig 94mlk
Content เพจชัยยะ",0.5246,1
"ใครยังสอบไม่เสร็จบ้าง
ขอเสียงหน่อยเร๊ววววววววว",0.5246,1
นอนกันหรือยังจ้ะะ​ ทำอะรั้ยยกันนอยู้,0.5247,1
ย่างเนยอร่อยมั้ย,0.5247,1
พระเมรุมาาศจำลองเขตบางคอแหลมมีอยู่ทีใหนบ้างครับ,0.5249,1
ใครดูเรื่องนี้บ้าง,0.5249,1
เดี๋ยวเวลาผ่านไปทุกอย่างมันก็ดีขึ้นแหละ ใช่ป่าว :-),0.525,1
"MV เพลงอะไรที่เพื่อนๆชอบมากที่สุด..???🤔🐰
ปล.ที่ถามเพราะหมูจะเอาไปทำงานส่งอาจารย์น่ะงุ้ย",0.5251,1
"เป็นไร? ทำไมชอบโพสรูปของกินตอนดึกๆ!
//แอดหมีขาว",0.5251,1
ดีจร้าา เล่นไงง่ะ 555,0.5253,1
แถวจุฬาอะไรอร่อย,0.5255,1
